,time,a_syn_0,a_syn_1,a_syn_2,a_syn_proto_0,a_syn_proto_1,ceramide_0,clearance_0,cma_0,e0,e1,e2,e3,e4,e5,e6,e7,e8,gba_0,glucose_0,glucosylceramide_0,lamp2_0,lrrk2_0,mis_a_syn_0,mis_a_syn_1,mutant_a_syn_0,mutant_lrrk2_0,s0,s1,s3,s4,s5,s6,s7,s8,scarb2_0,scarb2_gba_golgi_0,scarb2_golgi_0
0,0.0,0.6944859329804892,0.39385022284827576,0.733823865529726,0.09027870041252628,0.8916848460968831,0.10223631863782001,0.05955862353968422,0.5432337972269078,0.30657745254306823,0.9744098998663927,0.8285793262604167,0.5156754621593403,0.6052093916759932,0.36758052466038815,0.960191599079594,0.32103526059829124,0.36745463473741,0.6680461220699693,0.32139976175409923,0.18156295841639358,0.7363782109789073,0.3838881910236799,0.10486115122140183,0.1554660452489467,0.008556357284810079,0.2382217779299819,0.5223654049657328,0.3373196479190944,0.8636414570321452,0.8283108207848466,0.1483406800163054,0.13475826299964822,0.03437390369923665,0.08196958480773475,0.8442954062641957,0.3322968883317098,0.607595144355472
1,0.30612244897959184,0.6702075235177628,0.44339823574775966,0.7257998455986938,0.1578258569188488,0.7962480857514556,0.16361941123413032,0.13031848412273506,0.6622649002723867,0.32018591381161976,1.0245124387245599,0.8368432271779193,0.6967278172629376,0.677356273446094,0.5048874002310839,0.9630540488906139,0.3735764856447211,0.4025167922096289,0.6454114513960133,0.3409442164097448,0.2710023508469436,0.6910588432338863,0.470440725193059,0.1503785418337653,0.15758269588442897,0.13723174462363796,0.3172392172752029,0.5223654049657328,0.3373196479190944,0.8636414570321452,0.8283108207848466,0.1483406800163054,0.13475826299964822,0.03437390369923665,0.08196958480773475,0.8868207293908348,0.359026214865248,0.5436435963159476
2,0.6122448979591837,0.6555208419747852,0.4613931488799766,0.7242834749293614,0.23082201187983373,0.7187967142220865,0.24327845640507378,0.20435327824738692,0.7690268990238511,0.3415581235559527,1.0790786365853116,0.84958844775476,0.8592697885255367,0.7524318813573335,0.6368100214761121,0.9708437447701095,0.43611603684236666,0.44692491394788525,0.6170537651434982,0.3787822842967773,0.33768447104352245,0.6580085797828797,0.5469949332112226,0.18792445704968747,0.167161859055066,0.2609798858939902,0.38691069235438647,0.5223654049657328,0.3373196479190944,0.8636414570321452,0.8283108207848466,0.1483406800163054,0.13475826299964822,0.03437390369923665,0.08196958480773475,0.9153100564721081,0.38075487073376,0.49579998884567617
3,0.9183673469387755,0.643914530655778,0.4622357877623942,0.7243396831005579,0.3077412441557388,0.6563040829957669,0.3338187112251995,0.28028748080042976,0.8663761556247156,0.3712012038247448,1.140250515200855,0.8677372935637229,1.0068179323741364,0.8294287222774147,0.7625300811262267,0.9833720002902396,0.5074980417428235,0.49957268131065063,0.5866582207987743,0.42629950631032243,0.38808175635879666,0.6343710584824732,0.6147066875265746,0.2190120902701949,0.18164036024959726,0.3799894675237079,0.4483425218090609,0.5223654049657328,0.3373196479190944,0.8636414570321452,0.8283108207848466,0.1483406800163054,0.13475826299964822,0.03437390369923665,0.08196958480773475,0.9336377308574177,0.39815436011377664,0.4605259675510222
4,1.2244897959183674,0.6328283534595829,0.45347756563556707,0.7236266919936153,0.38680116454153396,0.6058696262136124,0.43021366071024747,0.35753750842614174,0.9565045821878684,0.40945376860098004,1.2090069546604294,0.8917939056233752,1.1422777047806332,0.9076350152300325,0.8819128652268562,1.0004573796653704,0.5867020298027471,0.5594865319925373,0.5565603172331391,0.47799462839544843,0.4267165807584593,0.6179543672197784,0.6745964586824601,0.24479846591229068,0.19923424449504762,0.494441925298425,0.5025082679446142,0.5223654049657328,0.3373196479190944,0.8636414570321452,0.8283108207848466,0.1483406800163054,0.13475826299964822,0.03437390369923665,0.08196958480773475,0.9447163184397943,0.41187710006993766,0.4349683304506204
5,1.5306122448979593,0.6213834735686824,0.43958309629843206,0.7209521651503138,0.46628579513263685,0.5650168007434169,0.5289239108203319,0.43583128070483457,1.0411080761456613,0.4564589547307114,1.2857269852847923,0.9220217977939711,1.2679710828378608,0.986536350201775,0.9951609852541387,1.0219253615573523,0.6728232075041108,0.6258058270784659,0.5282765225859668,0.5302127400517658,0.456864824422142,0.6070626085624434,0.7275690401969053,0.2662012161935767,0.2186319265682051,0.6045117805562911,0.5502685696761255,0.5223654049657328,0.3373196479190944,0.8636414570321452,0.8283108207848466,0.1483406800163054,0.13475826299964822,0.03437390369923665,0.08196958480773475,0.9507793088481621,0.4225301721702596,0.41680091636094163
6,1.836734693877551,0.6094958143710192,0.42312683476782176,0.7159163945867738,0.544710384135592,0.5316575077278385,0.6276836363619692,0.5150834869702543,1.121489491711153,0.5121723800171412,1.3702792949997062,0.958478343672838,1.3857169460732475,1.0657945394288508,1.1027735410955828,1.0476081533248414,0.7650640478267728,0.6977744849200433,0.5025751309361584,0.5808767017573561,0.4807349389460006,0.6003929282974093,0.7744219590900523,0.28394830446993247,0.2388984366787157,0.7103668259386499,0.5923795086519879,0.5223654049657328,0.3373196479190944,0.8636414570321452,0.8283108207848466,0.1483406800163054,0.13475826299964822,0.03437390369923665,0.08196958480773475,0.953432283812722,0.4306522180257027,0.40421768970461625
7,2.142857142857143,0.5973899397133756,0.40570332983252355,0.7084829636304719,0.620863299767391,0.5040855279308876,0.7249454768747859,0.5952916618866029,1.1986579804384367,0.5764090867441414,1.4623241777957816,1.0011153220564462,1.496939635569021,1.1451776168114487,1.2053355185308328,1.0773443507555382,0.8627172703363821,0.7747239679669703,0.4798386324622738,0.6287306378577059,0.4999225059939384,0.5969361748705837,0.8158624957962521,0.29863898421819046,0.2593327583753963,0.8121684656578008,0.6295096224225007,0.5223654049657328,0.3373196479190944,0.8636414570321452,0.8283108207848466,0.1483406800163054,0.13475826299964822,0.03437390369923665,0.08196958480773475,0.9538746853914895,0.4367109631154627,0.39578344904424445
8,2.4489795918367347,0.5854357487400521,0.3882480293788632,0.6988342999723484,0.6937975661543524,0.4809263270189491,0.8196556046810743,0.6765023537384911,1.2733852920988407,0.6488767542964954,1.5614156488783395,1.049816339700925,1.6027471734858383,1.2245285387569549,1.3034441666041259,1.110978707878975,0.9651556852358287,0.8560631831336242,0.4602113481817417,0.6730503122259152,0.5155977464875342,0.5959205985106375,0.8525178401126146,0.310771426662553,0.27940820608972466,0.9100719456842117,0.6622500040732868,0.5223654049657328,0.3373196479190944,0.8636414570321452,0.8283108207848466,0.1483406800163054,0.13475826299964822,0.03437390369923665,0.08196958480773475,0.9530051272387443,0.4411114218785575,0.39035160987914214
9,2.7551020408163267,0.5738311436816976,0.3713693817691163,0.6872682331358593,0.7629759676979446,0.46113393650526174,0.9112942230457456,0.758752015232526,1.3462717619501443,0.7291683472294681,1.666955811641386,1.1043866477955468,1.7039391942585445,1.303778906007976,1.3977794342730108,1.1483620224208873,1.071829893460242,0.9412762975937408,0.4434860215100152,0.7137190759221618,0.5284752059726039,0.5967458639597917,0.8849373911040107,0.32074916725778546,0.2987711966391302,1.0042264682921476,0.6911164864306101,0.5223654049657328,0.3373196479190944,0.8636414570321452,0.8283108207848466,0.1483406800163054,0.13475826299964822,0.03437390369923665,0.08196958480773475,0.9513647009848815,0.44416850863848045,0.38713456551281444
